unitid,"10 Year Mean Earnings (0-30,000)",10 Year Mean Earnings,"6 Year Mean Earnings (0-30,000)",6 Year Mean Earnings,"8 Year Median Earnings (0-30,000)",8 Year Median Earnings,"Median Student Loan Debt (0-30,000)",Median Student Loan Debt,"Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort","Number of Students in the Median Debt, Student Cohort",Historically Black College or University,Predominately Black Institution,Asian American and Native American Pacific Islander-Serving Institution,Tribal College or University,Asian American and Native American Pacific Islander-Serving Institutions,Hispanic Serving Institution,Native American Non-Tribal Institution,msi,year
113616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
113634,45900,47800,32000,33700,43313,45663,6434,6000,258,395,0,0,0,0,1,1,0,aanapii;hsi,latest
113698,63600,63600,48700,54200,71902,79660,23375,24250,163,653,0,0,0,0,1,1,0,aanapii;hsi,latest
113704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
113856,35700,36100,25900,26800,NA,38224,7490,6999,380,489,0,0,0,0,0,1,0,hsi,latest
113980,35200,36900,25300,26800,36157,37120,4750,4750,210,264,0,0,0,0,1,1,0,aanapii;hsi,latest
114114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
114123,29100,33700,25500,29600,40723,43818,14200,12000,113,200,0,0,0,0,0,0,0,,latest
114266,43100,44100,29400,30400,NA,45344,9250,9250,81,109,0,0,0,0,1,1,0,aanapii;hsi,latest
114354,40700,42400,34900,37300,41261,43436,12500,12000,536,1483,0,0,0,0,0,0,0,,latest
114433,32300,34600,22100,25400,30034,35905,8750,7000,119,240,0,0,0,0,0,0,0,,latest
114460,31500,32200,27400,28100,NA,24757,5735,5735,252,434,0,0,0,0,0,0,0,,latest
114549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
114585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
114637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
114716,55100,58300,40500,44000,49840,55055,6515,6795,496,746,0,0,0,0,1,1,0,aanapii;hsi,latest
114734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
114761,NA,20200,NA,NA,NA,15726,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
114789,31600,33200,23200,25100,30581,31711,3500,3500,520,756,0,0,0,0,1,1,0,aanapii;hsi,latest
114813,40600,45600,30200,38400,50784,55335,19500,19250,1383,2746,0,0,0,0,0,1,0,hsi,latest
114840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
114859,36900,38500,28500,28900,37593,38423,7883,6500,1144,1599,0,0,0,0,1,1,0,aanapii;hsi,latest
114938,35400,37000,26000,27900,37376,40875,5466,5841,64,84,0,0,0,0,0,1,0,hsi,latest
114947,45600,50100,NA,39700,NA,43328,8233,8233,30,54,0,0,0,0,0,0,0,,latest
115001,39200,41100,28000,28600,36510,37532,7000,7000,444,494,0,0,0,0,0,1,0,hsi,latest
115010,28600,32300,28500,31700,37134,39493,9354,9321,916,1507,0,0,0,0,0,0,0,,latest
115083,81300,82300,60000,72900,55170,86645,18750,18774,70,232,0,0,0,0,0,0,0,,latest
115126,38400,40100,28000,29400,38870,40575,5500,5500,350,491,0,0,0,0,1,1,0,aanapii;hsi,latest
115214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
115296,36800,39400,27400,29000,35101,36922,4500,4500,387,558,0,0,0,0,0,0,0,,latest
115357,NA,24400,NA,17900,NA,NA,10545,10534,104,143,0,0,0,0,0,0,0,,latest
115393,37900,38000,27300,28000,38499,40002,NA,4500,26,37,0,0,0,0,0,1,0,hsi,latest
115409,NA,104200,NA,87200,156329,144598,19000,19500,33,226,0,0,0,0,0,0,0,,latest
115658,NA,27100,22300,23700,NA,21362,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
115746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
115755,39500,40100,30600,30200,44655,44299,14283,14500,1708,3471,0,0,0,0,0,1,0,hsi,latest
115773,27900,33200,24800,29500,34218,38746,25529,25000,183,290,0,0,0,0,0,1,0,hsi,latest
115861,29100,31000,22000,22600,NA,33537,NA,NA,NA,NA,0,0,0,0,0,1,0,hsi,latest
115931,32600,37900,27400,31100,36880,39106,7600,7600,1147,1890,0,0,0,0,0,0,0,,latest
116226,NA,46300,NA,40000,NA,40138,17870,17667,26,55,0,0,0,0,0,0,0,,latest
116439,40500,43800,31400,33600,NA,43391,4500,4500,184,294,0,0,0,0,1,0,0,aanapii,latest
116563,25400,27300,NA,20300,NA,25514,6333,6330,173,276,0,0,0,0,0,0,0,,latest
116846,NA,NA,NA,NA,NA,31398,NA,18667,NA,19,0,0,0,0,0,0,0,,latest
117052,28900,31000,22700,24000,32344,34022,4000,3500,167,250,0,0,0,0,0,1,0,hsi,latest
117104,32400,34400,32000,32800,34143,37180,15400,14000,133,373,0,0,0,0,0,1,0,hsi,latest
117140,47300,52700,39900,45800,56603,64268,21950,21000,1363,3364,0,0,0,0,0,1,0,hsi,latest
117168,NA,41400,NA,32200,50712,41722,19500,18875,95,298,0,0,0,0,0,0,0,,latest
117195,33000,31400,24600,25900,NA,37715,NA,5100,NA,53,0,0,0,0,0,1,0,hsi,latest
117238,21400,22600,NA,15100,NA,25787,8550,7250,78,113,0,0,0,0,0,0,0,,latest
117247,33100,34400,24500,25900,NA,32661,9426,9301,172,218,0,0,0,0,1,1,0,aanapii;hsi,latest
117274,31900,35400,23100,25300,NA,37958,5500,5500,57,94,0,0,0,0,0,0,0,,latest
117283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,hsi,latest
117520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
117557,NA,NA,NA,NA,NA,58262,NA,12500,30,41,0,0,0,0,0,0,0,,latest
117575,NA,NA,NA,NA,NA,41337,NA,12034,13,27,0,0,0,0,0,0,0,,latest
117627,50000,54600,45900,43600,51362,52107,22404,18500,446,1116,0,0,0,0,1,1,0,aanapii;hsi,latest
117636,104900,93600,68500,71200,85490,89709,21000,17014,565,1283,0,0,0,0,1,1,0,aanapii;hsi,latest
117645,32200,33800,25200,26100,34068,35346,8000,7000,775,1025,0,0,0,0,0,1,0,hsi,latest
117672,NA,NA,NA,NA,NA,41155,9900,10950,63,101,0,0,0,0,0,1,0,hsi,latest
117690,37300,38900,29000,30200,34918,36215,6875,5795,86,120,0,0,0,0,1,1,0,aanapii;hsi,latest
117706,40900,41700,28600,29600,36305,37247,14250,12500,773,902,0,0,0,0,0,1,0,hsi,latest
117715,28500,30000,21600,23300,NA,29752,10000,10000,225,251,0,1,0,0,0,1,0,pbi;hsi,latest
117724,32200,34200,24300,25800,NA,32971,9500,9500,380,438,0,0,0,0,0,1,0,hsi,latest
117733,36400,37900,29600,30600,35583,37042,9738,9500,430,522,0,0,0,0,0,1,0,hsi,latest
117751,42200,52100,38500,38600,53252,49974,14500,16327,146,687,0,0,0,0,0,0,0,,latest
117788,31800,33100,24600,25600,NA,32385,10000,9500,726,835,0,0,0,0,1,1,0,aanapii;hsi,latest
117803,88900,84800,65100,69100,NA,112263,9895,9500,38,73,0,0,0,0,0,0,0,,latest
117867,34700,37000,27700,27700,NA,37621,10500,10432,196,248,0,0,0,0,0,1,0,hsi,latest
117894,41900,44000,27800,30300,37121,39218,9500,9326,144,211,0,0,0,0,1,1,0,aanapii;hsi,latest
117946,85100,71600,73100,53000,62681,70573,13950,15000,514,2254,0,0,0,0,1,0,0,aanapii,latest
117955,NA,NA,NA,NA,18085,21576,6333,6333,193,326,0,0,0,0,0,0,0,,latest
118134,NA,20000,NA,17700,NA,15998,6333,6333,77,122,0,0,0,0,0,0,0,,latest
118143,NA,20000,NA,17700,NA,15998,6333,6333,77,122,0,0,0,0,0,0,0,,latest
118161,NA,29200,NA,26700,NA,24162,6333,7534,35,86,0,0,0,0,0,0,0,,latest
118198,29500,34700,25000,28000,38025,40114,6610,7060,586,912,0,0,0,0,0,0,0,,latest
118347,40700,42800,30000,32600,NA,40037,10700,10062,156,194,0,0,0,0,0,0,0,,latest
118684,29500,31800,25400,27100,NA,36657,9500,9500,160,200,0,0,0,0,0,1,0,hsi,latest
118693,56300,59700,38200,42500,64758,67691,13000,13000,97,316,0,0,0,0,1,1,0,aanapii;hsi,latest
118718,29300,31100,23200,23900,33217,34933,4750,4188,29,48,0,0,0,0,0,1,0,hsi,latest
118772,39600,41500,29700,31000,NA,37955,9500,9500,122,143,0,0,0,0,1,1,0,aanapii;hsi,latest
118888,72900,74200,51100,57800,74132,82813,21950,22000,1157,5624,0,0,0,0,0,0,0,,latest
118912,32100,34300,26400,28400,38697,40003,9500,9488,347,494,0,0,0,0,0,1,0,hsi,latest
118930,41500,42700,31700,33900,NA,48076,NA,8816,NA,42,0,0,0,0,1,1,0,aanapii;hsi,latest
118958,NA,23600,NA,19800,NA,18099,NA,8143,NA,29,0,0,0,0,0,0,0,,latest
118976,34600,36100,25900,27200,35888,38275,NA,3375,21,31,0,0,0,0,0,1,0,hsi,latest
118994,NA,NA,NA,NA,NA,23328,7253,8374,204,290,0,0,0,0,0,0,0,,latest
119058,71400,71900,51200,47900,76796,71957,7303,11522,158,666,0,0,0,0,0,0,0,,latest
119067,36700,39500,26700,28700,38021,39059,9500,8250,173,283,0,0,0,0,0,1,0,hsi,latest
119137,44000,47000,33600,35000,40732,42834,9080,7161,234,387,0,0,0,0,0,1,0,hsi,latest
119164,40300,41400,30400,30800,39905,40699,5500,5500,329,458,0,0,0,0,1,1,0,aanapii;hsi,latest
119173,58000,63500,54300,57700,59980,67516,22375,22167,722,1614,0,0,0,0,1,1,0,aanapii;hsi,latest
119216,32500,34800,24400,26000,32912,35018,NA,7000,56,74,0,0,0,0,0,1,0,hsi,latest
119270,36600,36900,26000,26200,25434,28071,6334,6334,270,504,0,0,0,0,0,0,0,,latest
119331,44300,46500,35000,38800,40537,43030,9187,9371,82,121,0,0,0,0,0,1,0,hsi,latest
119553,28800,35200,21800,27300,22833,26275,9500,9500,1003,1486,0,0,0,0,0,0,0,,latest
119605,53300,59000,42800,51900,57824,65775,20000,18750,2537,5387,0,0,0,0,0,1,0,hsi,latest
119678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
119775,NA,55100,37300,39200,67623,65312,30053,23618,99,178,0,0,0,0,0,0,0,,latest
119951,NA,21100,17500,17500,NA,22305,9500,9500,104,144,0,0,0,0,0,0,0,,latest
120069,28100,30900,24500,27500,35544,37352,9500,9500,1496,2188,0,0,0,0,0,0,0,,latest
120078,27700,29100,23600,24600,33501,35038,9500,9500,664,944,0,0,0,0,0,0,0,,latest
120087,NA,27000,NA,27400,NA,38217,8555,8419,227,334,0,0,0,0,0,0,0,,latest
120166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
120184,56400,63900,41000,49000,64874,64853,18750,16500,261,715,0,0,0,0,0,1,0,hsi,latest
120254,54700,59400,39300,40700,54635,64002,19000,19000,103,639,0,0,0,0,0,0,0,,latest
120290,45700,47700,35300,38100,47829,49568,9500,9500,61,83,0,0,0,0,1,0,0,aanapii,latest
120342,43100,43900,29700,30600,41374,41273,7465,6175,562,816,0,0,0,0,1,1,0,aanapii;hsi,latest
120403,51100,52400,33600,35100,61063,57367,21500,20000,176,432,0,0,0,0,0,0,0,,latest
120421,32900,34000,25100,25800,NA,38063,7500,7500,64,88,0,0,0,0,0,1,0,hsi,latest
120537,33200,40700,30800,36600,40648,42383,17750,15738,170,563,0,0,0,0,0,1,0,hsi,latest
120661,27700,30600,24300,27300,38489,41258,9500,9500,574,878,0,0,0,0,0,0,0,,latest
120698,NA,NA,NA,NA,59547,65980,23656,15000,28,50,0,0,0,0,1,1,0,aanapii;hsi,latest
120768,NA,43100,NA,39500,47152,48152,23570,23500,325,603,0,0,0,0,0,1,0,hsi,latest
120795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
120838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
120865,56200,61700,44900,48600,53834,61312,21482,19500,189,656,0,0,0,0,1,1,0,aanapii;hsi,latest
120883,90900,84200,62300,61000,75459,77059,19500,17653,497,1646,0,0,0,0,1,1,0,aanapii;hsi,latest
120953,NA,30300,NA,23300,NA,34716,NA,NA,NA,NA,0,0,0,0,0,1,0,hsi,latest
120971,41600,40300,26000,27400,37996,38991,4000,3500,248,375,0,0,0,0,0,1,0,hsi,latest
121044,38200,39300,27500,27800,35562,37317,6500,6036,307,432,0,0,0,0,1,1,0,aanapii;hsi,latest
121150,88300,77600,50200,54100,68840,72056,21975,19500,273,1341,0,0,0,0,0,0,0,,latest
121257,NA,51500,NA,37300,NA,55766,12750,13000,55,235,0,0,0,0,0,0,0,,latest
121309,53200,54400,43200,43600,55815,59692,18548,19500,542,1810,0,0,0,0,0,0,0,,latest
121345,NA,77300,NA,51200,69470,68385,5500,10000,41,210,0,0,0,0,0,0,0,,latest
121363,31600,32700,23100,24900,NA,34482,NA,NA,NA,NA,0,0,0,0,0,1,0,hsi,latest
121433,NA,19400,NA,17200,NA,14991,NA,2976,34,45,0,0,0,0,0,0,0,,latest
121619,39200,39400,29000,29400,39433,40259,5563,5500,226,341,0,0,0,0,1,0,0,aanapii,latest
121628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
121637,NA,NA,NA,NA,NA,26437,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
121691,52900,57700,41500,48700,66105,69336,20656,21250,464,1741,0,0,0,0,0,1,0,hsi,latest
121707,31100,32700,23300,24800,31223,32987,6837,6666,434,565,0,0,0,0,0,1,0,hsi,latest
121859,NA,NA,21400,21400,17148,18978,7013,7116,281,390,0,0,0,0,0,0,0,,latest
121868,NA,NA,18300,18300,19858,21576,7177,7176,374,517,0,0,0,0,0,0,0,,latest
121886,39900,40500,28600,30000,38467,39942,4750,4750,134,182,0,0,0,0,0,1,0,hsi,latest
121901,35200,37200,26500,28200,35875,36771,6848,5500,406,621,0,0,0,0,0,1,0,hsi,latest
122117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,aanapii,latest
122180,38400,40700,27500,29400,34664,36806,9492,9256,1379,1767,0,0,0,0,0,1,0,hsi,latest
122205,45300,46000,32500,33700,40155,41667,8750,6988,275,431,0,0,0,0,1,1,0,aanapii;hsi,latest
122296,106400,111200,96200,97200,152139,147923,20825,20825,296,673,0,0,0,0,0,0,0,,latest
122339,32900,34700,25000,26900,34230,35417,5051,4500,534,645,0,0,0,0,0,0,0,,latest
122375,42400,43100,30400,31800,40259,40734,4500,4500,345,526,0,0,0,0,1,1,0,aanapii;hsi,latest
122384,43700,44400,29400,31000,42777,44178,4500,4239,230,320,0,0,0,0,1,1,0,aanapii;hsi,latest
122409,54300,55900,40300,41600,58558,61120,12441,12847,2777,8752,0,0,0,0,1,1,0,aanapii;hsi,latest
122436,76200,71100,61900,54800,73153,77744,20010,19019,376,1742,0,0,0,0,0,0,0,,latest
122506,NA,30800,NA,NA,NA,27899,NA,22000,18,73,0,0,0,0,0,0,0,,latest
122597,54000,54700,42900,42100,60014,60831,13145,12923,3574,8747,0,0,0,0,1,1,0,aanapii;hsi,latest
122612,70600,74000,54500,58500,76201,81618,19500,19000,750,2705,0,0,0,0,1,0,0,aanapii,latest
122649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
122658,33900,36600,25200,27000,35363,37831,7500,7000,627,802,0,0,0,0,1,1,0,aanapii;hsi,latest
122685,30500,33400,25900,29500,34631,36746,10118,9773,6540,9612,0,0,0,0,0,0,0,,latest
122694,30500,33400,25900,29500,34631,36746,10118,9773,6540,9612,0,0,0,0,0,0,0,,latest
122728,44500,45100,36200,38400,50391,50608,14125,14419,308,915,0,0,0,0,0,0,0,,latest
122746,36500,37600,27300,29100,NA,42651,5250,5500,108,152,0,0,0,0,1,1,0,aanapii;hsi,latest
122755,62100,63800,46500,47200,69722,70420,12000,12000,2884,7452,0,0,0,0,1,1,0,aanapii;hsi,latest
122791,46600,47900,36000,36500,45189,47260,8407,6875,63,104,0,0,0,0,1,1,0,aanapii;hsi,latest
122889,39700,42800,29800,31900,40028,42540,9500,8250,826,1610,0,0,0,0,0,1,0,hsi,latest
122931,88000,85300,60400,63900,99412,99543,14472,16845,188,1288,0,0,0,0,0,0,0,,latest
122977,39400,40200,27100,27900,34248,35735,6750,6500,596,868,0,0,0,0,0,1,0,hsi,latest
123013,41200,42800,31300,32800,41071,42899,7725,7250,436,645,0,0,0,0,0,1,0,hsi,latest
123095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
123165,NA,61800,NA,44400,NA,73620,9901,11853,33,214,0,0,0,0,0,0,0,,latest
123217,31900,33100,24200,25900,34238,35581,4500,4500,188,269,0,0,0,0,0,1,0,hsi,latest
123280,NA,NA,NA,NA,NA,37500,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
123299,31900,34100,24000,26100,34150,36468,9500,9500,685,883,0,0,0,0,0,0,0,,latest
123341,34500,37800,28000,29800,37497,40439,9500,9500,841,1219,0,0,0,0,0,0,0,,latest
123350,NA,19300,NA,13300,NA,20222,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
123448,44400,45400,34400,35400,39762,43251,19554,19500,138,442,0,0,0,0,0,0,0,,latest
123457,36300,39900,30800,35100,51035,52259,12500,13000,257,606,0,0,0,0,0,0,0,,latest
123484,26900,32000,23300,25700,32745,36979,8378,8000,222,339,0,0,0,0,0,0,0,,latest
123493,29200,30000,24100,26400,38892,40835,5077,5308,69,110,0,0,0,0,0,0,0,,latest
123509,42100,45600,35200,36300,48419,49408,8358,7500,72,106,0,0,0,0,0,0,0,,latest
123527,30000,32000,23500,25700,NA,36100,NA,3938,NA,37,0,0,0,0,0,1,0,hsi,latest
123554,55300,63600,43400,48600,68401,72012,23000,19500,283,1315,0,0,0,0,1,1,0,aanapii;hsi,latest
123563,37400,40500,27300,29500,35971,38959,9500,9500,206,303,0,0,0,0,1,1,0,aanapii;hsi,latest
123572,50800,53200,39900,41200,59223,61137,12000,13000,878,2806,0,0,0,0,0,1,0,hsi,latest
123633,NA,40800,NA,NA,NA,20609,NA,14000,NA,19,0,0,0,0,0,0,0,,latest
123642,32900,35000,28300,36500,39223,43900,16703,17346,82,132,0,0,0,0,0,0,0,,latest
123651,43100,48800,34200,40700,47913,54755,14500,15000,402,1192,0,0,0,0,0,1,0,hsi,latest
123679,37900,45100,30700,34600,39894,42984,9500,9500,442,710,0,0,0,0,0,0,0,,latest
123800,33700,34700,26000,26400,36373,37318,4500,4044,423,564,0,0,0,0,1,1,0,aanapii;hsi,latest
123916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
123943,NA,86400,NA,81600,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
123952,NA,44200,NA,45300,NA,70259,NA,33250,25,40,0,0,0,0,0,0,0,,latest
123961,97700,88800,66500,61400,86392,87601,16938,16112,1511,4956,0,0,0,0,0,0,0,,latest
123970,NA,103500,NA,75100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
124113,38100,39000,27400,28500,NA,35364,NA,NA,NA,NA,0,0,0,0,0,1,0,hsi,latest
124283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
124292,NA,45900,NA,30300,NA,49742,NA,18000,14,176,0,0,0,0,0,0,0,,latest
124487,NA,32600,NA,29300,NA,39618,15625,16446,53,73,0,0,0,0,0,0,0,,latest
124681,25500,27100,19900,21300,28059,29749,9500,9500,11363,13853,0,0,0,0,0,0,0,,latest
124706,29600,34300,25800,28700,38080,41483,9500,9500,710,1022,0,0,0,0,0,0,0,,latest
124937,39600,43000,30900,36300,NA,44529,9500,9500,491,767,0,0,0,0,0,0,0,,latest
125028,37400,39800,28700,30200,36680,38376,7000,6500,299,425,0,0,0,0,0,1,0,hsi,latest
125037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
125082,18200,20100,16700,16100,NA,18905,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
125091,32200,33300,22900,25200,32143,33674,8000,7500,121,151,0,0,0,0,0,1,0,hsi,latest
125170,38400,39000,27200,29200,NA,38043,9500,9500,121,161,0,0,0,0,1,1,0,aanapii;hsi,latest
125231,38800,62500,28300,46100,34905,47015,10500,11500,4755,10162,0,0,0,0,0,0,0,,latest
125310,NA,NA,NA,NA,NA,7811,NA,4424,27,38,0,0,0,0,0,0,0,,latest
125462,31200,32800,26400,27500,34344,35699,6625,5500,113,192,0,0,0,0,0,1,0,hsi,latest
125471,35200,37300,25500,27700,NA,36268,9500,9500,347,421,0,0,0,0,0,1,0,hsi,latest
125499,44500,45900,31300,32600,NA,44783,7000,7000,62,84,0,0,0,0,1,1,0,aanapii;hsi,latest
125532,30300,33800,25000,29100,36221,38975,10375,10460,2980,4780,0,0,0,0,0,0,0,,latest
125718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
125727,NA,58000,NA,38600,55346,58802,12907,19343,78,537,0,0,0,0,0,0,0,,latest
125763,48100,50900,37300,37500,48599,53338,18000,18125,185,804,0,0,0,0,0,1,0,hsi,latest
125897,49200,52100,34400,37300,49706,53328,24199,21500,234,522,0,0,0,0,1,1,0,aanapii;hsi,latest
126012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
126049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
126076,NA,NA,NA,NA,NA,29737,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
126119,33500,34700,23400,25600,34888,36815,6000,6000,65,88,0,0,0,0,1,1,0,aanapii;hsi,latest
126182,32600,38100,25500,28800,36946,43072,12500,11750,460,1070,0,0,0,0,0,1,0,hsi,latest
126207,34300,37800,27100,31600,36563,39732,6954,5250,379,957,0,0,0,0,0,0,0,,latest
126289,35200,40700,30900,35700,40848,45133,7423,6500,1034,2647,0,0,0,0,0,0,0,,latest
126359,28900,30900,24600,26500,37291,37730,9500,11666,152,303,0,0,0,0,0,0,0,,latest
126562,71800,71200,51100,48700,58450,59654,15916,14500,2194,5615,0,0,0,0,1,1,0,aanapii;hsi,latest
126580,49000,49300,37200,37300,50078,52312,13466,12965,1591,4981,0,0,0,0,0,0,0,,latest
126605,47200,51800,38400,43900,53497,57456,16580,14750,109,228,0,0,0,0,0,0,0,,latest
126614,56700,59700,40700,42700,59816,64625,13000,13000,1902,8616,0,0,0,0,0,0,0,,latest
126669,37000,44600,31000,37600,37246,44365,9977,14000,2112,4343,0,0,0,0,0,0,0,,latest
126678,53000,49900,NA,35900,49560,52826,10474,13400,66,380,0,0,0,0,0,0,0,,latest
126687,29400,33100,25700,29900,37716,41157,9500,9500,1213,1981,0,0,0,0,0,0,0,,latest
126711,35700,37100,28400,31400,38543,40838,5500,5500,481,1163,0,0,0,0,0,1,0,hsi,latest
126748,33000,43300,33600,35900,35029,40580,9414,8250,129,373,0,0,0,0,0,0,0,,latest
126775,95000,95600,75500,74700,87327,90777,18441,17500,329,1832,0,0,0,0,0,0,0,,latest
126784,37600,38200,33700,34800,47430,47101,20000,13375,35,64,0,0,0,0,0,0,0,,latest
126818,52000,53400,39900,39900,52532,56079,14822,14750,2214,9286,0,0,0,0,0,0,0,,latest
126827,35600,51300,24300,34100,31927,37998,10500,12166,23603,29810,0,0,0,0,0,0,0,,latest
126863,35300,38400,28100,32600,37392,41299,6871,6500,974,1914,0,0,0,0,0,1,0,hsi,latest
126915,32700,37300,26300,29100,NA,33289,4750,4750,61,121,0,0,0,0,0,0,0,,latest
126942,31100,36400,26400,30100,32248,35977,6243,5500,1844,3239,0,0,0,0,0,1,0,hsi,latest
126951,32100,38200,25900,30900,42870,47206,9832,9524,5199,9471,0,0,0,0,0,0,0,,latest
126979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
127060,66300,65400,48400,49000,60675,63910,15250,18000,369,1844,0,0,0,0,0,0,0,,latest
127158,NA,27900,23500,24400,NA,32327,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
127185,37100,39400,29500,30500,38340,41375,9818,9000,504,1476,0,0,0,0,0,0,1,nanti,latest
127200,36900,40600,29700,33300,39185,42368,8344,7000,2869,6588,0,0,0,0,0,0,0,,latest
127273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
127316,19600,22000,20100,22400,24925,25318,4750,5117,193,304,0,0,0,0,0,0,0,,latest
127389,30700,32100,23100,27800,32050,34824,6750,5973,109,246,0,0,0,0,0,0,0,,latest
127556,38800,42300,29600,34200,37689,42409,12000,11000,1375,4218,0,0,0,0,0,0,0,,latest
127565,40400,44200,33300,36100,45777,48919,13643,12500,4166,9846,0,0,0,0,0,1,0,hsi,latest
127617,28100,34000,26400,30700,34715,39878,5750,5500,128,290,0,0,0,0,0,1,0,hsi,latest
127653,25100,27800,19000,19600,22219,23791,19250,14750,149,277,0,0,0,0,0,0,0,,latest
127714,NA,34400,NA,32100,NA,39239,13905,17106,64,144,0,0,0,0,0,0,0,,latest
127732,30700,37700,27700,30800,33773,39969,5940,5500,235,673,0,0,0,0,0,0,0,,latest
127741,44200,47100,34000,35300,47659,48079,14000,13805,1216,4448,0,0,0,0,0,1,0,hsi,latest
127778,25500,31100,23500,28300,34295,37817,6250,6000,191,409,0,0,0,0,0,1,0,hsi,latest
127820,32800,35700,26300,29000,35093,37906,5250,4900,2349,4915,0,0,0,0,0,0,0,,latest
127884,28800,31900,23900,27300,31794,35518,5962,5750,1528,2602,0,0,0,0,0,1,0,hsi,latest
127909,38000,43300,29500,34800,39569,43221,5250,4900,1060,2269,0,0,0,0,0,0,0,,latest
127918,52000,62700,45400,54100,62338,69937,20625,19750,665,2146,0,0,0,0,0,1,0,hsi,latest
127945,34700,36700,29300,30500,36074,37813,9500,9500,737,1533,0,0,0,0,0,0,0,,latest
127954,NA,NA,NA,NA,NA,33692,NA,NA,NA,16,0,0,0,0,0,0,0,,latest
128106,38000,41600,32900,39100,43243,51258,16590,14475,796,2068,0,0,0,0,0,1,0,hsi,latest
128151,NA,35900,27400,29500,NA,33993,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
128179,33700,36900,24900,28400,NA,35482,9197,8894,370,525,0,0,0,0,0,0,0,,latest
128188,22200,24900,18800,21000,27842,30373,9098,9088,923,1220,0,0,0,0,0,0,0,,latest
128258,28900,33200,24500,28100,30814,34787,8650,6500,202,406,0,0,0,0,0,1,0,hsi,latest
128328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
128337,20200,22700,19000,21600,20049,21941,6638,6756,1305,1708,0,0,0,0,0,0,0,,latest
128391,41900,43400,32600,32500,39158,43861,12500,12000,228,898,0,0,0,0,0,0,0,,latest
128498,41000,56000,32800,45200,41091,52133,25000,25000,404,948,0,0,0,0,0,0,0,,latest
128586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
